com_name,exp_req,jd,job_title,keyskills,link,loc,salary
Thermax Limited,0-2 yrs,Should be able to estimate correct cycle time of fabricated jobs;Experience of fabrication for standard ...,"Expeditor,","Procurement, Vendor Development, Strategic Planning, ASME Codes...","https://www.naukri.com/recruiters/profile/pallavirajput-44842?xz=0_0_7,https://www.naukri.com/recruiters/profile/pallavirajput-44842?xz=0_0_7","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Lucknow",  Not disclosed 
Nacre Outsourcing,8-11 yrs,"- Experience in BASE SAS/R/ PYTHON, focus on insurance analytics projects;- Experience in statistical ...",Business Development & Insurance Analytics Role,"Linear Regression, Insurance Analytics, Segmentation, Base SAS, Strategy, R...",,Gurgaon,  Not disclosed 
ICF Consulting India Pvt Ltd,0-2 yrs,0-2 years of prior experience working with modelling languages or the energy sector;Should posses strong ...,Job Opening/contract to Hire/oil & Gas/consulting,"Gas, Oil, Advisory Services, Market Analysis, Modeling, analytics...","https://www.naukri.com/recruiters/profile/gayatriiyer-3295398?xz=0_0_7,https://www.naukri.com/recruiters/profile/gayatriiyer-3295398?xz=0_0_7",Delhi,  Not disclosed 
ICF Consulting India Pvt Ltd,5-8 yrs,5 years of prior experience working with modelling languages or the energy sector;Demonstrated ...,Market Modeler/gas/analytics/senior Associate,"visual basic, fortran, c++, python, sql, economics, data integrity...","https://www.naukri.com/recruiters/profile/gayatriiyer-3295398?xz=0_0_7,https://www.naukri.com/recruiters/profile/gayatriiyer-3295398?xz=0_0_7",Delhi,  Not disclosed 
Paytm Payments Bank Limited,3-7 yrs,3 to 7 years audit experience (post qualification) in the financial service industry;Experience in the ...,"Internal Auditor,","Accounting, Auditing, Finance, Risk Control, Internal Audit...",,Delhi NCR(Sector MU 2 Greater Noida),  Not disclosed 
R Systems International Ltd.,3-5 yrs, - Must have min 3 years of exp in Natural Language Processing.;-  Must have 2 Live projects ...,NLP Expert (natural Language Processing),"NLP, Natural Language Processing, Deep Learning, Machine Learning, Python...","https://www.naukri.com/recruiters/profile/pawanmehta-163669?xz=0_0_7,https://www.naukri.com/recruiters/profile/pawanmehta-163669?xz=0_0_7",Noida(Sector-59 Noida),  Not disclosed 
TO THE NEW,5-9 yrs,Experience of developing and distributing applications via enterprise channels or public app stores ...,Job Opportunity- Android - Lead/ Associate Lead- To THE NEW@ Noida,"Java, Android SDK, JSON, XML, MySQL, Eclipse, Rest, J2Ee, SQLite, SOAP...","https://www.naukri.com/recruiters/profile/sonalchaudhary-627177?xz=0_0_7,https://www.naukri.com/recruiters/profile/sonalchaudhary-627177?xz=0_0_7","Delhi NCR, Noida",  Not disclosed 
Sandhar Technologies Limited,4-8 yrs,  Key Responsibility Area-   1.Site visit for feasibility study & analysis for New ...,Solar Engineer ( Maintenance Incharge -Sr. Engineer ),"Preventive Maintenance, Electricals, Maintenance Engineering, Power Plant...",,Gurgaon,  Not disclosed 
JobsLo Consultants,3-6 yrs,Should have a strong work ethic and positive team attitude; 	3+ years  of experience in ...,Android App Developer,"Backend, Web Technologies, Business Analytics, User Experience...","https://www.naukri.com/recruiters/profile/pushpendrasingh-kanpur?xz=0_0_7,https://www.naukri.com/recruiters/profile/pushpendrasingh-kanpur?xz=0_0_7",Delhi,"    5,00,000 - 10,00,000 P.A.  "
,,,,,,,
Naukri Premium - Employer Services,5-10 yrs,Depending on depth of experience  5-12 years would be the target range;Experience: 	Sales consulting ...,Curriculum Designer,"Sales Consulting, Data Analytics, Data Analysis, Collection Management...","https://www.naukri.com/recruiters/profile/sanaparvez-1612356?xz=0_0_7,https://www.naukri.com/recruiters/profile/sanaparvez-1612356?xz=0_0_7","Delhi NCR, Mumbai, Hyderabad",  Not disclosed 
Naukri Premium - Employer Services,13-23 yrs,Bachelors degree with at least 10 years of experience in IT Auditing and 5+ years of experience in Data ...,Sr. Director - IT Audit and Data Analytics,"Cisa, Auditing, Information Security, IT Audit, Internal Audit...",,Delhi NCR,  Not disclosed 
Naukri Premium - Employer Services,4-9 yrs,"Experience in data analytics, predictive & statistical modeling, strategy, project management, team ...",Data Scientist,"sas, r, data analytics, multivariate analysis, machine learning...",,Noida,  Not disclosed 
Naukri Premium - Employer Services,8-13 yrs,Work Experience: Over all 7 yrs plus work experience  Analytics & Sig Sigma Blend Role ...,Sr. Manager - Quality and Analytics,"Lean Six Sigma, Project Management, KPO, BPO, Certified Black Belt, Quality...",,Delhi NCR,  Not disclosed 
,,,,,,,
HyrEzy Talent Solutions,2-5 yrs,Experience with building insights using varied/alternate data sources;Experience with large data sets ...,Data Scientist / Business Analyst- Fintech Funded by Accel Partners,"Python, R, Lending, Analytics, Hadoop, Spark, SAS, distributed computing...","https://www.naukri.com/recruiters/profile/priyaranjanmishra-3382146?xz=0_0_7,https://www.naukri.com/recruiters/profile/priyaranjanmishra-3382146?xz=0_0_7",Gurgaon,  Not disclosed 
NIKOS CONSULTING PRIVATE LIMITED,8-11 yrs,We are looking for information strategy & data architecture consultants having experience with ...,Manager - Information Strategy & Data Architecture - Consulting Firm,"data governance, data quality, data analytics, data management...","https://www.naukri.com/recruiters/profile/roopshreepandey-1110587?xz=0_0_7,https://www.naukri.com/recruiters/profile/roopshreepandey-1110587?xz=0_0_7","Bengaluru, Gurgaon, Mumbai",  Not disclosed 
HuQuo Consulting Pvt. Ltd.,6-10 yrs,- Desired 2-4 years of relevant experience in Healthcare/ Lifesciences/ Pharmaceutical domain;- Must ...,Manager/ Senior Manager - Advance Analytics,"SAS SQL, Chaid, Logistic Regression, Anova, Excel, R, Time Series...","https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7,https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7",Delhi NCR,  Not disclosed 
M/s Gi Human Resources And Services Pvt. Ltd.,4-8 yrs,Note - Only female candidate required ;Good experience in Merger and Acquisition ;Good Communication ...,Deputy Manager - FP&A,"finance, variance analysis, mis reporting, financial reporting, essbase...","https://www.naukri.com/recruiters/profile/binitapatwal-78916?xz=0_0_7,https://www.naukri.com/recruiters/profile/binitapatwal-78916?xz=0_0_7",Gurgaon,  Not disclosed 
M/s Gi Human Resources And Services Pvt. Ltd.,4-7 yrs,1.	Operational financial performance / Controlling: Work with Head FP&A on special M&A ...,Deputy Manager - Fp&a- Gurgaon,"Finance, Variance Analysis, MIS Reporting, Financial Reporting, Essbase...","https://www.naukri.com/recruiters/profile/binitapatwal-78916?xz=0_0_7,https://www.naukri.com/recruiters/profile/binitapatwal-78916?xz=0_0_7",Gurgaon,  Not disclosed 
Mastermind Network,1-6 yrs,,Analyst/senior Analyst - Data Visualization/tableau - Consulting Firm,"Data Visualization, SQL, Tableau, Data Analytics, Data Analysis, Dashboards...",,"Delhi NCR, Bengaluru",  Not disclosed 
RUPEEREDEE (MONEYMITRA IT SOLUTIONS PVT LTD),5-8 yrs,"Experience of managing financial risk in a Bank, Fintech company/overseeing loans portfolio can be a ...",Urgent Opening- Risk Analyst- Gurgaon,"sql, risk management, financial risk, risk analysis, data analytics, sas...","https://www.naukri.com/recruiters/profile/amritadandona-3282424?xz=0_0_7,https://www.naukri.com/recruiters/profile/amritadandona-3282424?xz=0_0_7",Gurgaon,  Not disclosed 
RGF SELECT INDIA PRIVATE LIMITED,1-6 yrs,   Strategy     Creating a roadmap to acquire users for iOS app by defining ...,App Marketing Manager,"Keyword Research, Marketing Management, Campaigns, SEM, Campaign Management...",,Delhi NCR,  Not disclosed 
Naukri Premium - Employer Services,4-9 yrs,"Experience in data analytics, predictive & statistical modeling, strategy, project management, team ...",Data Scientist,"sas, r, data analytics, multivariate analysis, machine learning...",,Noida,  Not disclosed 
Ikon Staffing Solutions Pvt. Ltd.,5-8 yrs,The candidate must have excellent subject understanding to be able to convert conversations to campaign ...,Lead - Programmatic,"Client Solutions, Project Management, Ad Trafficking, Client Management...","https://www.naukri.com/recruiters/profile/mrajitpratapsingh-businessheaddirector?xz=0_0_7,https://www.naukri.com/recruiters/profile/mrajitpratapsingh-businessheaddirector?xz=0_0_7",Gurgaon,"    9,00,000 - 11,00,000 P.A.  "
Impetus Infotech ( India ) Pvt. Ltd.,1-3 yrs,,Java - R&D Engineer,"algorithms, data structures, core java, big data analytics, data processing...","https://www.naukri.com/recruiters/profile/hr-2423398?xz=0_0_7,https://www.naukri.com/recruiters/profile/hr-2423398?xz=0_0_7","Delhi NCR, Bengaluru, Indore, Hyderabad",  Not disclosed 
RANDSTAD INDIA PVT LTD,5-7 yrs,5-7 years of experience;Should understand technology well;Should ideally have a good pedigree;Some ...,Head Delivery-providers,"Project Management, Client Interfacing, Client Management, Data Analytics...",,Delhi NCR,  Not disclosed 
Han Digital Solution (P) Ltd,4-9 yrs,Hands-on experience with one or more web analytics tools such as Omniture SiteCatalyst and debugging ...,Dynamic TAG Manager,"Dynamic TAG Manager, Dynamic TAG, Data Analytics, Digital Analytics...",,Gurgaon,  Not disclosed 
RANDSTAD INDIA PVT LTD,1-5 yrs,MBBS with MD Community medicine/ masters in public health;PHD (Thesis preferably in research domain of ...,Clinical Research Associate,"Clinical Research, Public Health, Data Analytics, clinical analysis...",,Delhi NCR,  Not disclosed 
Crescendo Global Services,6-8 yrs,"End to End solution design including all the aspects like capacity planning, requirement gathering, ...",Senior Big data Engineer.,"Hive, Flume, Hadoop, Sqoop, Hdfs, Pig, Big Data Analytics, Java, Python...","https://www.naukri.com/recruiters/profile/nivranshdevgupta-3717812?xz=0_0_7,https://www.naukri.com/recruiters/profile/nivranshdevgupta-3717812?xz=0_0_7","Bengaluru, Delhi NCR, Gurgaon","    12,00,000 - 17,00,000 P.A.  "
HuQuo Consulting Pvt. Ltd.,1-5 yrs,1-5 years of total experience of Data Analytics / Data Insights Generation;Experience in credit card / ...,Business Analyst - Banking/retail Analytics,"Retail Analytics, Business Analysis, Excel, SAS, Data Analytics, VBA...","https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7,https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7","Delhi NCR, Bengaluru, Gurgaon",  Not disclosed 
HuQuo Consulting Pvt. Ltd.,6-10 yrs,- Desired 2-4 years of relevant experience in Healthcare/ Lifesciences/ Pharmaceutical domain;- Must ...,Manager/senior Manager - Advance Analytics - Lifesciences/pharma Domai,"SAS SQL, Chaid, Logistic Regression, Anova, Excel, R, Time Series...","https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7,https://www.naukri.com/recruiters/profile/manoj-2685128?xz=0_0_7",Delhi NCR,  Not disclosed 
Strategic Talent Partner,12-15 yrs,- Experience with having built strong mobile based business is a must;- Should be a thorough digital ...,Head - Digital Marketing - Ecommerce - Iim/isb.mdi/fms,"SEM, Digital Marketing, SEO, Social Media, Digital Media, Brand Management,...","https://www.naukri.com/recruiters/profile/jamalahmad-3046720?xz=0_0_7,https://www.naukri.com/recruiters/profile/jamalahmad-3046720?xz=0_0_7",Delhi NCR,  Not disclosed 
Lib Cap InfoTech Solutions Pvt Ltd,5-10 yrs,,Tableau Developer,"SQL, Data Warehousing, Business Intelligence, Tableau, Data Analytics, Data...","https://www.naukri.com/recruiters/profile/ranjana-19753?xz=0_0_7,https://www.naukri.com/recruiters/profile/ranjana-19753?xz=0_0_7",Noida,  Not disclosed 
ANRI SOLUTIONS HR SERVICES PVT LTD,2-7 yrs,Experience in End-to-End implementations of any of the two or more BI Reporting and Data Visualization ...,Data Analytics-big4 Organisation- Gurgaon Location,"Predictive Modeling, SAS, Business Analysis, SQL, Data Visualization...",,Gurgaon,  Not disclosed 
Naukri Premium - Employer Services,8-13 yrs,Work Experience: Over all 7 yrs plus work experience  Analytics & Sig Sigma Blend Role ...,Sr. Manager - Quality and Analytics,"Lean Six Sigma, Project Management, KPO, BPO, Certified Black Belt, Quality...",,Delhi NCR,  Not disclosed 
Toran Global,8-13 yrs,Team player and good at stakeholder management;Qualification: B.E/B.Tech/MBA - from reputed institute ...,Program Manager- Analytics,"Project Management, Program Management, Stakeholder Management...",,Gurgaon,  Not disclosed 
M/s Gi Human Resources And Services Pvt. Ltd.,2-7 yrs,"Strong experience in test automation, particularly BDD;Were looking for someone with a minimum of 2/and ...",Am/manager Data Developer (python),"Spark, Big Data, SCALA, Hadoop, Python, Linux, Unix...","https://www.naukri.com/recruiters/profile/megha-79496?xz=0_0_7,https://www.naukri.com/recruiters/profile/megha-79496?xz=0_0_7","Delhi NCR, Delhi, Gurgaon","    8,00,000 - 15,00,000 P.A.  "
ABC Consultants Pvt Ltd,13-23 yrs,"Fast learner, detail oriented and must enjoy fast paced work environments 12 years of experience in ...",Security Big Data Lake Practice Head,"Spark, Java, SCALA, Flume, Hadoop, Big Data Analytics, Cloudera...","https://www.naukri.com/recruiters/profile/freedamary-118027?xz=0_0_7,https://www.naukri.com/recruiters/profile/freedamary-118027?xz=0_0_7","Delhi NCR, Mumbai, Bengaluru, Chennai, Pune","    35,00,000 - 55,00,000 P.A.  "
IDC TECHNOLOGIES SOLUTIONS INDIA PVT LIMITED,8-13 yrs,,Direct Hire || Big Data Analytics,"Hadoop, Hive, Flume, Oozie, Sqoop, Hdfs, Mapreduce, Impala, Java, Spark","https://www.naukri.com/recruiters/profile/shilpasharma-2425370?xz=0_0_7,https://www.naukri.com/recruiters/profile/shilpasharma-2425370?xz=0_0_7","Mumbai, Chennai, Noida","    8,00,000 - 16,00,000 P.A.  "
Fine Jobs Consultant Pvt Ltd,5-10 yrs,,"Tableau Consultant, Noida","SQL, Data Warehousing, Tableau, Data Mining, Data Analytics...",,Noida,  Not disclosed 
Workoid Consultants.,2-7 yrs,,Dm-analytics-insurance Firm-gurgaon,"Data Analytics, Business Intelligence, SAS, Bi, insurance, analytics","https://www.naukri.com/recruiters/profile/ruchikaworkoid?xz=0_0_7,https://www.naukri.com/recruiters/profile/ruchikaworkoid?xz=0_0_7",Gurgaon,"    8,00,000 - 12,00,000 P.A.  "
New Recruits Consultant,2-7 yrs,,"Mis-ca Inter, Okhla Phase2, 5+years, upto 5lacs, Male , Manufacturing","manufacturing, mba, diploma, pgdm, kalkaji, south delhi, lajpat nagar...",,Delhi(Okhla),"    2,50,000 - 5,00,000 P.A.  "
New Recruits Consultant,1-6 yrs,,"Sales Coordinator-male, 1+years, 15k, Noida sec 5","manufacturing, Sales Coordination, sales support, sales analyst...",,Noida(Sector-5 Noida),"    1,00,000 - 2,50,000 P.A.  "
The Placer,15-18 yrs,,Manager / Sr. Manager ( Data Mart / Data Warehouse Designer),"Data Warehousing, ETL, DW, Bi, Big Data, SAP BO, Data Analytics, Data Mart,...","https://www.naukri.com/recruiters/profile/manojdubey-743001?xz=0_0_7,https://www.naukri.com/recruiters/profile/manojdubey-743001?xz=0_0_7",Delhi NCR,"    15,00,000 - 19,00,000 P.A.  "
The Big Y Enablers consulting Pvt. Ltd.,12-22 yrs,,DGM/ GM Analytics,"dgm, gm, project delivery, analytics, data analytics, r, tableau, power bi,...","https://www.naukri.com/recruiters/profile/bigyenablers-3471040?xz=0_0_7,https://www.naukri.com/recruiters/profile/bigyenablers-3471040?xz=0_0_7","Delhi NCR, Gurgaon","    15,00,000 - 25,00,000 P.A.  "
JOBS EXPERT PRIVATE LIMITED,8-13 yrs,,"Analytics Manager- R, SAS & Tableau","SAS, R, Tableau, Analytics, Data Analytics, Analytics Manager...","https://www.naukri.com/recruiters/profile/simmi-humanresourcesmanager?xz=0_0_7,https://www.naukri.com/recruiters/profile/simmi-humanresourcesmanager?xz=0_0_7",Gurgaon,"    9,50,000 - 14,00,000 P.A. candidates  willing to reloca...  "
Fortune HR Consultants,5-10 yrs,,Manager Bank Project (risk Management),"Risk Management, Banking, Finance, Basel II, Treasury Operations, Financial...",,"Delhi NCR, Greater Noida, Noida","    17,00,000 - 19,00,000 P.A. Plus Reimbursement and Bonuses  "
Outshine HR Consultant Inc.,6-10 yrs,,Chief Manager - HRM Analytics,"excel, vba, macros, ms access, risk management, risk analysis, spss, sas...","https://www.naukri.com/recruiters/profile/recruiter-3136722?xz=0_0_7,https://www.naukri.com/recruiters/profile/recruiter-3136722?xz=0_0_7",Delhi NCR,"    12,00,000 - 18,00,000 P.A. Plus Variables  "
EYGBS (INDIA) LLP,0-4 yrs,,Data Analytics,"Data Analytics, SAS, SQL, Bi, business intelligence, data warehousing...",,Gurgaon(Cyber City),"    3,00,000 - 6,00,000 P.A.  "
HuQuo,5-8 yrs,"- Strong experience in Data Mapping, Data Reporting;- Should have experience in Banking domain ...",Manager - Data Expert - Banking Domain - Analytics Firm,"Excel, Data Reporting, Information Analysis, Data Mapping, Data Analyst...","https://www.naukri.com/recruiters/profile/arpanam-2685194?xz=0_0_7,https://www.naukri.com/recruiters/profile/arpanam-2685194?xz=0_0_7","Delhi NCR, Gurgaon",  Not disclosed 
,,,,,,,
,,,,,,,
Bharat Insecticides Limited,3-8 yrs,  Job Responsibilities:      To generate MIS related to sales and price ...,Business Analyst to VP ( Sales ),"executive assistant, executive assistant to vice president...","https://www.naukri.com/recruiters/profile/hrteam-3462310?xz=0_0_7,https://www.naukri.com/recruiters/profile/hrteam-3462310?xz=0_0_7",Delhi,  Not disclosed 
EASY DATA ANALYTICS TECHNOLOGY PRIVATE LIMITED,1-4 yrs,Description: 1-4 year experience Building Qlikview/Tableau/Power BI/BIRT Visualization and Analysis with ...,Data Analyst 1-4 Years Noida/singapore,"jquery, java, birt, tableau, qlikview, power bi, Python, SQL, R",,"Noida, Singapore",  Not disclosed 
Fidelity IT Jobs,5-10 yrs,- Must be passionate about writing intelligent algorithms to address complex ...,Sr/principal Engineer - Analytics - Big Data,"Hadoop, NoSQL, Cassandra, Big Data, NLP, MongoDB, Machine Learning...","https://www.naukri.com/recruiters/profile/abhishekkumar-2961108?xz=0_0_7,https://www.naukri.com/recruiters/profile/abhishekkumar-2961108?xz=0_0_7","Delhi NCR, Mumbai, Bengaluru, Chennai",  Not disclosed 
Gartner India Research & Advisory Services Pvt Ltd,9-10 yrs,"Degree with a concentration in statistics, data science, operational research or finance preferred;A ...","Director, ExP Operations","business analytics, service quality, data analysis, quality improvement...",,Gurgaon,  Not disclosed 
CBRE Group,1-2 yrs,,Business Analyst - Data Analytics,"Business Analyst, Analytical, Business strategy, Monitoring...",,"Gurgaon, Delhi",  Not disclosed 
Opinia360,2-6 yrs,,Data Visualizations and Analytics,"Database design, Analytics, Manager Quality Control, Data mining...",,Delhi,  Not disclosed 
OKS Group International Pvt Ltd,1-3 yrs,Should have an entrepreneurial spirit and willingness to work in resource constrained startup ...,Manager - Analytics and Insights,"Database Marketing, Email Marketing, Digital Marketing, Campaign Management...","https://www.naukri.com/recruiters/profile/saugatasarkar-3760968?xz=0_0_7,https://www.naukri.com/recruiters/profile/saugatasarkar-3760968?xz=0_0_7","Delhi NCR, Gurgaon, Noida",  Not disclosed 
Huquo,6-10 yrs,- Candidate should have excellent communication skills to interact with senior clients;- 6+ years of ...,Director - Quant Analytics- Machine Learning & Artificial Intelligence,"Quant Analytics, Analytics, Data Analysis, Sentiment Analysis...","https://www.naukri.com/recruiters/profile/notprovided-2327604?xz=0_0_7,https://www.naukri.com/recruiters/profile/notprovided-2327604?xz=0_0_7","Gurgaon, Gurugram",  Not disclosed 
TransOrg Analytics,1-4 yrs,- Should be able to handle assigned tasks in the capacity of an individual contributor;- Experience with ...,Data Scientist,"R, Predictive Modeling, Logistic Regression, Predictive Analytics...","https://www.naukri.com/recruiters/profile/swativerma-3730096?xz=0_0_7,https://www.naukri.com/recruiters/profile/swativerma-3730096?xz=0_0_7",Gurgaon,  Not disclosed 
COMPUTER POWER GROUP PRIVATE LIMITED,7-10 yrs,Industry experience in building and operationalizing various machine and deep learning models in finance/ ...,ETL Lead & Data Science,"SQL, Data Analysis, Text Mining, SAS, R, Statistical Modeling...","https://www.naukri.com/recruiters/profile/rashmikham-2326066?xz=0_0_7,https://www.naukri.com/recruiters/profile/rashmikham-2326066?xz=0_0_7","Mumbai, Bengaluru, Chennai, Pune, Noida",  Not disclosed 
Creative Indians,4-7 yrs,,Data Miner (analytics) - Gurgaon,"Time Series, Analytics, Segmentation, SQL, SPSS, SAS, UNICA, SAS FS...","https://www.naukri.com/recruiters/profile/pooja-3202082?xz=0_0_7,https://www.naukri.com/recruiters/profile/pooja-3202082?xz=0_0_7",Gurgaon,  Not disclosed 
SLA Consultants India,0-0 yrs,,Fresher Analytics ( Hiring for Analyst | Data Research Team )-mnc-kpo,"Analysis, research, analyst, research analyst, research associate, research...","https://www.naukri.com/recruiters/profile/bhanu-1128669?xz=0_0_7,https://www.naukri.com/recruiters/profile/bhanu-1128669?xz=0_0_7","Delhi NCR, Faridabad, Ghaziabad, Greater Noida, Gurgaon, Noida","    2,25,000 - 4,25,000 P.A.  "
Huquo,4-9 yrs,"- Hands on experience in Data modelling and data analytics tools like, SQL, Tableau and R or Python and ...",Manager/ Senior Manager - Analytics - Life & Annuities - Insurance,"Text Mining, R, Machine Learning, SAS, Logistic Regression, SQL...","https://www.naukri.com/recruiters/profile/notprovided-2327604?xz=0_0_7,https://www.naukri.com/recruiters/profile/notprovided-2327604?xz=0_0_7",Gurgaon,  Not disclosed 
Creative Lipi Webtech Private Limited,5-7 yrs,Collaborate with internal teams to create landing pages and optimize user ...,SEO Manager,"SEO, Digital Marketing, Display Advertising, Online Marketing...","https://www.naukri.com/recruiters/profile/mshemlatabhardwaj-146272?xz=0_0_7,https://www.naukri.com/recruiters/profile/mshemlatabhardwaj-146272?xz=0_0_7",Noida,"    3,50,000 - 7,00,000 P.A. no bar for deserving candidate...  "
,,,,,,,
,,,,,,,
